idx,block,trial,stimuli,reward,response,trialtype,regret
7,1,31,green/red,0,green,catch,60
7,1,32,yellow/green,0,green,decision,20
7,1,33,blue/red,80,blue,decision,0
7,1,34,yellow/green,20,yellow,decision,20
7,1,35,blue/yellow,80,blue,catch,0
7,1,36,blue/red,40,blue,decision,20
7,1,37,blue/red,80,blue,decision,0
7,1,38,green/blue,40,green,catch,40
7,1,39,red/blue,40,blue,decision,20
7,1,40,blue/green,40,blue,catch,0
7,2,1,yellow/red,20,yellow,catch,40
7,2,2,green/blue,0,green,catch,40
7,2,3,yellow/green,20,yellow,decision,0
7,2,4,green/yellow,0,green,decision,20
7,2,5,blue/red,80,blue,decision,0
7,2,6,yellow/green,20,yellow,decision,0
7,2,7,red/blue,80,blue,decision,0
7,2,8,yellow/green,20,yellow,decision,20
7,2,9,blue/red,60,red,decision,20
7,2,10,red/blue,60,red,decision,20
7,2,11,yellow/green,20,yellow,decision,0
7,2,12,blue/green,80,blue,catch,0
7,2,13,blue/red,80,blue,decision,0
7,2,14,yellow/blue,20,yellow,catch,60
7,2,15,green/red,0,green,catch,60
7,2,16,green/red,0,green,catch,60
7,2,17,yellow/blue,20,yellow,catch,60
7,2,18,red/green,60,red,catch,0
7,2,19,red/blue,60,red,decision,0
7,2,20,red/yellow,60,red,catch,0
7,2,21,blue/red,80,blue,decision,0
7,2,22,red/yellow,60,red,catch,0
7,2,23,yellow/green,20,yellow,decision,0
7,2,24,red/yellow,60,red,catch,0
7,2,25,yellow/green,20,yellow,decision,0
7,2,26,blue/green,80,blue,catch,0
7,2,27,red/blue,60,red,decision,0
7,2,28,yellow/green,20,yellow,decision,0
7,2,29,red/green,60,red,catch,0
7,2,30,green/yellow,40,green,decision,0
7,2,31,green/yellow,40,green,decision,0
7,2,32,green/yellow,0,green,decision,20
7,2,33,yellow/green,20,yellow,decision,20
7,2,34,green/blue,40,green,catch,40
7,2,35,yellow/red,20,yellow,catch,40
7,2,36,green/yellow,40,green,decision,0
7,2,37,red/blue,60,red,decision,20
7,2,38,blue/red,40,blue,decision,20
7,2,39,blue/red,40,blue,decision,20
7,2,40,red/green,60,red,catch,0
7,3,1,green/yellow,20,yellow,decision,20
7,3,2,green/yellow,20,yellow,decision,0
7,3,3,yellow/green,20,yellow,decision,20
7,3,4,green/yellow,0,green,decision,20
7,3,5,red/blue,60,red,decision,20
7,3,6,yellow/green,20,yellow,decision,20
7,3,7,yellow/green,20,yellow,decision,20
7,3,8,green/yellow,0,green,decision,20
7,3,9,red/yellow,20,yellow,catch,40
7,3,10,green/yellow,0,green,decision,20
7,3,11,red/yellow,20,yellow,catch,40
7,3,12,blue/green,80,blue,catch,0
7,3,13,red/blue,60,red,decision,20
7,3,14,blue/red,40,blue,decision,20
7,3,15,blue/green,0,green,catch,80
7,3,16,yellow/green,20,yellow,decision,20
7,3,17,red/blue,60,red,decision,0
7,3,18,yellow/green,20,yellow,decision,20
7,3,19,green/blue,0,green,catch,40
7,3,20,blue/yellow,80,blue,catch,0
7,3,21,green/red,40,green,catch,20
7,3,22,green/yellow,0,green,decision,20
7,3,23,green/red,40,green,catch,20
7,3,24,blue/red,80,blue,decision,0
7,3,25,red/yellow,60,red,catch,0
7,3,26,red/blue,60,red,decision,20
7,3,27,blue/red,40,blue,decision,20
7,3,28,green/yellow,0,green,decision,20
7,3,29,yellow/green,20,yellow,decision,20
7,3,30,green/blue,40,blue,catch,0
7,3,31,blue/green,40,blue,catch,0
7,3,32,red/green,60,red,catch,0
7,3,33,green/yellow,0,green,decision,20
7,3,34,green/red,40,green,catch,20
7,3,35,blue/red,40,blue,decision,20
7,3,36,green/blue,40,green,catch,40
7,3,37,green/blue,0,green,catch,40
7,3,38,green/blue,40,green,catch,40
7,3,39,yellow/green,20,yellow,decision,20
7,3,40,blue/red,80,blue,decision,0
7,4,1,blue/red,40,blue,decision,20
7,4,2,blue/green,40,blue,catch,0
7,4,3,green/yellow,40,green,decision,0
7,4,4,blue/yellow,40,blue,catch,0
7,4,5,green/yellow,0,green,decision,20
7,4,6,red/blue,60,red,decision,0
7,4,7,yellow/blue,20,yellow,catch,60
7,4,8,yellow/red,20,yellow,catch,40
7,4,9,yellow/green,20,yellow,decision,20
7,4,10,green/yellow,0,green,decision,20
7,4,11,blue/red,80,blue,decision,0
7,4,12,red/yellow,60,red,catch,0
7,4,13,blue/red,80,blue,decision,0
7,4,14,blue/green,80,blue,catch,0
7,4,15,yellow/green,20,yellow,decision,20
7,4,16,red/blue,60,red,decision,0
7,4,17,yellow/green,20,yellow,decision,20
7,4,18,green/red,60,red,catch,0
7,4,19,yellow/green,20,yellow,decision,20
7,4,20,green/yellow,40,green,decision,0
7,4,21,blue/yellow,40,blue,catch,0
7,4,22,yellow/blue,20,yellow,catch,60
7,4,23,yellow/red,20,yellow,catch,40
7,4,24,green/yellow,40,green,decision,0
7,4,25,green/blue,0,green,catch,80
7,4,26,green/yellow,0,green,decision,20
7,4,27,red/yellow,60,red,catch,0
7,4,28,blue/red,80,blue,decision,0
7,4,29,green/yellow,40,green,decision,0
7,4,30,red/blue,60,red,decision,0
7,4,31,yellow/blue,20,yellow,catch,20
7,4,32,blue/red,40,blue,decision,20
7,4,33,red/blue,60,red,decision,0
7,4,34,green/yellow,20,yellow,decision,20
7,4,35,red/green,40,green,catch,20
7,4,36,red/blue,60,red,decision,0
7,4,37,yellow/red,20,yellow,catch,40
7,4,38,red/yellow,60,red,catch,0
7,4,39,red/blue,60,red,decision,0
7,4,40,green/yellow,0,green,decision,20
7,5,1,red/yellow,60,red,catch,0
7,5,2,red/blue,60,red,decision,20
7,5,3,red/yellow,20,yellow,catch,40
7,5,4,red/blue,60,red,decision,20
7,5,5,blue/red,80,blue,decision,0
7,5,6,green/yellow,40,green,decision,0
7,5,7,blue/red,40,blue,decision,20
7,5,8,blue/red,80,blue,decision,0
7,5,9,green/blue,40,green,catch,40
7,5,10,yellow/green,20,yellow,decision,0
7,5,11,green/yellow,0,green,decision,20
7,5,12,green/blue,0,green,catch,40
7,5,13,yellow/blue,20,yellow,catch,60
7,5,14,yellow/green,20,yellow,decision,0
7,5,15,red/blue,60,red,decision,20
7,5,16,yellow/red,20,yellow,catch,40
7,5,17,blue/red,40,blue,decision,20
7,5,18,red/blue,60,red,decision,0
7,5,19,blue/green,80,blue,catch,0
7,5,20,green/yellow,20,yellow,decision,0
7,5,21,yellow/green,20,yellow,decision,0
7,5,22,blue/red,40,blue,decision,20
7,5,23,blue/red,80,blue,decision,0
7,5,24,yellow/green,20,yellow,decision,0
7,5,25,green/yellow,0,green,decision,20
7,5,26,red/yellow,60,red,catch,0
7,5,27,blue/red,40,blue,decision,20
7,5,28,yellow/blue,20,yellow,catch,60
7,5,29,yellow/red,20,yellow,catch,40
7,5,30,yellow/blue,20,yellow,catch,60
7,5,31,green/yellow,40,green,decision,0
7,5,32,green/red,0,green,catch,60
7,5,33,green/yellow,0,green,decision,20
7,5,34,yellow/blue,80,blue,catch,0
7,5,35,red/green,60,red,catch,0
7,5,36,yellow/green,20,yellow,decision,0
7,5,37,red/blue,80,blue,decision,0
7,5,38,yellow/blue,20,yellow,catch,20
7,5,39,blue/red,40,blue,decision,20
7,5,40,blue/yellow,40,blue,catch,0
7,6,1,green/yellow,40,green,decision,0
7,6,2,green/yellow,40,green,decision,0
7,6,3,yellow/green,20,yellow,decision,20
7,6,4,yellow/green,20,yellow,decision,0
7,6,5,blue/green,80,blue,catch,0
7,6,6,blue/red,60,red,decision,0
7,6,7,blue/green,80,blue,catch,0
7,6,8,yellow/green,20,yellow,decision,0
7,6,9,blue/red,60,red,decision,20
7,6,10,green/yellow,0,green,decision,20
7,6,11,yellow/red,20,yellow,catch,40
7,6,12,green/red,40,green,catch,20
7,6,13,green/yellow,0,green,decision,20
7,6,14,red/blue,40,blue,decision,20
7,6,15,red/blue,60,red,decision,0
7,6,16,yellow/green,20,yellow,decision,20
7,6,17,green/yellow,0,green,decision,20
7,6,18,red/green,60,red,catch,0
7,6,19,green/yellow,0,green,decision,20
7,6,20,yellow/blue,20,yellow,catch,60
7,6,21,red/blue,60,red,decision,20
7,6,22,red/yellow,60,red,catch,0
7,6,23,blue/red,80,blue,decision,0
7,6,24,green/blue,0,green,catch,40
7,6,25,blue/red,80,blue,decision,0
7,6,26,blue/red,80,blue,decision,0
7,6,27,green/yellow,40,green,decision,0
7,6,28,yellow/green,20,yellow,decision,0
7,6,29,red/yellow,60,red,catch,0
7,6,30,red/blue,60,red,decision,20
7,6,31,yellow/red,20,yellow,catch,40
7,6,32,green/red,60,red,catch,0
7,6,33,blue/yellow,40,blue,catch,0
7,6,34,blue/green,80,blue,catch,0
7,6,35,green/blue,40,green,catch,40
7,6,36,red/blue,60,red,decision,20
7,6,37,red/blue,60,red,decision,0
7,6,38,blue/green,80,blue,catch,0
7,6,39,green/blue,40,green,catch,0
7,6,40,green/yellow,40,green,decision,0
8,1,1,red/blue,60,red,decision,20
8,1,2,red/yellow,60,red,catch,0
8,1,3,red/blue,60,red,decision,20
8,1,4,yellow/green,0,green,decision,20
8,1,5,red/yellow,60,red,catch,0
8,1,6,green/blue,0,green,catch,40
8,1,7,yellow/red,20,yellow,catch,40
8,1,8,green/yellow,0,green,decision,20
8,1,9,blue/red,80,blue,decision,0
8,1,10,red/yellow,20,yellow,catch,40
8,1,11,yellow/green,20,yellow,decision,0
8,1,12,yellow/blue,20,yellow,catch,20
8,1,13,green/yellow,20,yellow,decision,20
8,1,14,green/yellow,40,green,decision,0
8,1,15,red/blue,60,red,decision,20
8,1,16,yellow/red,20,yellow,catch,40
8,1,17,yellow/green,20,yellow,decision,20
8,1,18,green/yellow,40,green,decision,0
8,1,19,red/yellow,60,red,catch,0
8,1,20,green/yellow,40,green,decision,0
8,1,21,green/red,40,green,catch,20
8,1,22,yellow/red,20,yellow,catch,40
8,1,23,yellow/green,0,green,decision,20
8,1,24,red/blue,40,blue,decision,20
8,1,25,blue/red,80,blue,decision,0
8,1,26,yellow/red,20,yellow,catch,40
8,1,27,green/yellow,40,green,decision,0
8,1,28,green/blue,40,green,catch,40
8,1,29,red/yellow,60,red,catch,0
8,1,30,yellow/green,20,yellow,decision,20
8,1,31,yellow/red,20,yellow,catch,40
8,1,32,red/yellow,60,red,catch,0
8,1,33,red/yellow,60,red,catch,0
8,1,34,red/blue,60,red,decision,20
8,1,35,yellow/green,20,yellow,decision,0
8,1,36,red/blue,60,red,decision,20
8,1,37,blue/red,40,blue,decision,20
8,1,38,red/blue,60,red,decision,20
8,1,39,yellow/green,40,green,decision,0
8,1,40,red/blue,60,red,decision,20
8,2,1,green/blue,80,blue,catch,0
8,2,2,red/blue,60,red,decision,20
8,2,3,red/blue,60,red,decision,0
8,2,4,red/blue,60,red,decision,20
8,2,5,red/yellow,60,red,catch,0
8,2,6,blue/green,80,blue,catch,0
8,2,7,yellow/green,20,yellow,decision,0
8,2,8,blue/green,80,blue,catch,0
8,2,9,green/red,0,green,catch,60
8,2,10,yellow/red,20,yellow,catch,40
8,2,11,green/blue,40,green,catch,40
8,2,12,green/yellow,0,green,decision,20
8,2,13,yellow/green,20,yellow,decision,20
8,2,14,yellow/red,20,yellow,catch,40
8,2,15,yellow/green,20,yellow,decision,0
8,2,16,yellow/green,20,yellow,decision,20
8,2,17,yellow/green,20,yellow,decision,0
8,2,18,yellow/green,20,yellow,decision,0
8,2,19,red/blue,40,blue,decision,20
8,2,20,green/blue,40,green,catch,0
8,2,21,yellow/red,60,red,catch,0
8,2,22,red/yellow,60,red,catch,0
8,2,23,green/yellow,20,yellow,decision,0
8,2,24,blue/green,80,blue,catch,0
8,2,25,blue/red,40,blue,decision,20
8,2,26,red/green,60,red,catch,0
8,2,27,yellow/green,20,yellow,decision,20
8,2,28,green/blue,0,green,catch,40
8,2,29,green/yellow,0,green,decision,20
8,2,30,blue/red,60,red,decision,20
8,2,31,green/yellow,0,green,decision,20
8,2,32,blue/red,40,blue,decision,20
8,2,33,red/yellow,60,red,catch,0
8,2,34,red/green,60,red,catch,0
8,2,35,green/yellow,40,green,decision,0
8,2,36,yellow/green,20,yellow,decision,20
8,2,37,blue/red,40,blue,decision,20
8,2,38,yellow/green,20,yellow,decision,0
8,2,39,blue/red,40,blue,decision,20
8,2,40,green/yellow,40,green,decision,0
8,3,1,yellow/blue,20,yellow,catch,20
8,3,2,green/yellow,20,yellow,decision,20
8,3,3,yellow/blue,20,yellow,catch,20
8,3,4,green/yellow,20,yellow,decision,0
8,3,5,red/blue,60,red,decision,20
8,3,6,green/yellow,40,green,decision,0
8,3,7,blue/green,80,blue,catch,0
8,3,8,red/green,60,red,catch,0
8,3,9,red/yellow,60,red,catch,0
8,3,10,blue/green,40,blue,catch,0
8,3,11,green/yellow,20,yellow,decision,0
8,3,12,red/yellow,60,red,catch,0
8,3,13,blue/red,80,blue,decision,0
8,3,14,green/yellow,40,green,decision,0
8,3,15,green/blue,0,green,catch,80
8,3,16,blue/green,0,green,catch,40
8,3,17,green/yellow,40,green,decision,0
8,3,18,red/blue,60,red,decision,0
8,3,19,yellow/green,20,yellow,decision,0
8,3,20,yellow/green,20,yellow,decision,20
8,3,21,yellow/green,20,yellow,decision,20
8,3,22,green/red,40,green,catch,20
8,3,23,red/blue,60,red,decision,20
8,3,24,yellow/green,20,yellow,decision,0
8,3,25,yellow/green,20,yellow,decision,20
8,3,26,blue/red,40,blue,decision,20
8,3,27,green/yellow,40,green,decision,0
8,3,28,red/green,60,red,catch,0
8,3,29,yellow/blue,20,yellow,catch,60
8,3,30,red/blue,60,red,decision,0
8,3,31,green/blue,0,green,catch,40
8,3,32,green/yellow,40,green,decision,0
8,3,33,green/red,0,green,catch,60
8,3,34,blue/red,40,blue,decision,20
8,3,35,green/yellow,40,green,decision,0
8,3,36,green/yellow,20,yellow,decision,0
8,3,37,red/green,60,red,catch,0
8,3,38,blue/red,40,blue,decision,20
8,3,39,yellow/green,0,green,decision,20
8,3,40,blue/yellow,80,blue,catch,0
8,4,1,blue/red,40,blue,decision,20
8,4,2,red/blue,60,red,decision,0
8,4,3,yellow/green,20,yellow,decision,20
8,4,4,yellow/green,20,yellow,decision,20
8,4,5,green/yellow,0,green,decision,20
8,4,6,blue/green,40,blue,catch,0
8,4,7,green/red,40,green,catch,20
8,4,8,yellow/red,20,yellow,catch,40
8,4,9,yellow/red,20,yellow,catch,40
8,4,10,blue/yellow,80,blue,catch,0
8,4,11,green/blue,0,green,catch,40
8,4,12,green/blue,0,green,catch,80
8,4,13,green/yellow,0,green,decision,20
8,4,14,green/yellow,40,green,decision,0
8,4,15,blue/yellow,40,blue,catch,0
8,4,16,red/blue,60,red,decision,20
8,4,17,green/blue,0,green,catch,80
8,4,18,green/yellow,40,green,decision,0
8,4,19,blue/red,80,blue,decision,0
8,4,20,yellow/green,20,yellow,decision,0
8,4,21,green/yellow,40,green,decision,0
8,4,22,blue/green,40,blue,catch,0
8,4,23,blue/red,40,blue,decision,20
8,4,24,green/red,0,green,catch,60
8,4,25,green/yellow,20,yellow,decision,0
8,4,26,yellow/green,20,yellow,decision,0
8,4,27,red/green,60,red,catch,0
8,4,28,red/blue,60,red,decision,0
8,4,29,red/blue,60,red,decision,20
8,4,30,red/blue,60,red,decision,0
8,4,31,green/red,0,green,catch,60
8,4,32,green/yellow,0,green,decision,20
8,4,33,red/blue,60,red,decision,20
8,4,34,green/yellow,0,green,decision,20
8,4,35,red/blue,40,blue,decision,20
8,4,36,yellow/red,20,yellow,catch,40
8,4,37,red/blue,60,red,decision,20
8,4,38,red/yellow,60,red,catch,0
8,4,39,green/yellow,20,yellow,decision,20
8,4,40,green/red,0,green,catch,60
8,5,1,blue/red,80,blue,decision,0
8,5,2,blue/red,80,blue,decision,0
8,5,3,yellow/blue,20,yellow,catch,20
8,5,4,blue/yellow,40,blue,catch,0
8,5,5,yellow/green,20,yellow,decision,0
8,5,6,green/yellow,0,green,decision,20
8,5,7,yellow/green,20,yellow,decision,20
8,5,8,blue/green,80,blue,catch,0
8,5,9,red/blue,60,red,decision,0
8,5,10,red/blue,60,red,decision,0
8,5,11,green/yellow,0,green,decision,20
8,5,12,red/blue,60,red,decision,0
8,5,13,blue/red,80,blue,decision,0
8,5,14,green/red,40,green,catch,20
8,5,15,red/green,60,red,catch,0
8,5,16,green/blue,40,blue,catch,0
8,5,17,red/blue,60,red,decision,0
8,5,18,blue/green,40,blue,catch,0
8,5,19,green/yellow,40,green,decision,0
8,5,20,yellow/green,20,yellow,decision,0
8,5,21,blue/red,60,red,decision,20
8,5,22,green/yellow,40,green,decision,0
8,5,23,green/red,0,green,catch,60
8,5,24,blue/red,80,blue,decision,0
8,5,25,yellow/red,20,yellow,catch,40
8,5,26,blue/green,40,blue,catch,0
8,5,27,green/blue,0,green,catch,80
8,5,28,red/yellow,60,red,catch,0
8,5,29,red/blue,60,red,decision,20
8,5,30,green/yellow,40,green,decision,0
8,5,31,blue/yellow,80,blue,catch,0
8,5,32,green/blue,40,green,catch,40
8,5,33,blue/red,40,blue,decision,20
8,5,34,blue/yellow,20,yellow,catch,60
8,5,35,red/blue,60,red,decision,0
8,5,36,blue/red,80,blue,decision,0
8,5,37,yellow/green,40,green,decision,0
8,5,38,green/yellow,40,green,decision,0
8,5,39,blue/red,40,blue,decision,20
8,5,40,green/blue,40,green,catch,0
8,6,1,yellow/red,60,red,catch,0
8,6,2,red/green,60,red,catch,0
8,6,3,green/blue,0,green,catch,80
8,6,4,blue/red,40,blue,decision,20
8,6,5,yellow/green,20,yellow,decision,20
8,6,6,yellow/green,20,yellow,decision,0
8,6,7,yellow/green,20,yellow,decision,0
8,6,8,blue/red,60,red,decision,0
8,6,9,blue/yellow,40,blue,catch,0
8,6,10,green/red,0,green,catch,60
8,6,11,red/green,60,red,catch,0
8,6,12,red/green,60,red,catch,0
8,6,13,blue/red,40,blue,decision,20
8,6,14,green/blue,40,green,catch,40
8,6,15,green/yellow,0,green,decision,20
8,6,16,red/blue,60,red,decision,20
8,6,17,green/yellow,0,green,decision,20
8,6,18,yellow/green,20,yellow,decision,20
8,6,19,red/blue,60,red,decision,0
8,6,20,yellow/green,20,yellow,decision,0
8,6,21,green/blue,80,blue,catch,0
8,6,22,blue/red,40,blue,decision,20
8,6,23,blue/yellow,80,blue,catch,0
8,6,24,red/blue,60,red,decision,20
8,6,25,red/blue,60,red,decision,0
8,6,26,yellow/blue,20,yellow,catch,20
8,6,27,red/blue,60,red,decision,20
8,6,28,blue/red,40,blue,decision,20
8,6,29,red/blue,60,red,decision,20
8,6,30,red/yellow,60,red,catch,0
8,6,31,red/blue,60,red,decision,0
8,6,32,green/yellow,40,green,decision,0
8,6,33,red/blue,60,red,decision,0
8,6,34,red/green,60,red,catch,0
8,6,35,yellow/red,20,yellow,catch,40
8,6,36,green/blue,0,green,catch,80
8,6,37,red/blue,80,blue,decision,0
8,6,38,blue/green,40,blue,catch,0
8,6,39,red/blue,60,red,decision,20
8,6,40,red/blue,60,red,decision,20
9,1,1,yellow/green,20,yellow,decision,20
9,1,2,green/yellow,40,green,decision,0
9,1,3,yellow/green,20,yellow,decision,20
9,1,4,yellow/blue,20,yellow,catch,20
9,1,5,red/blue,60,red,decision,20
9,1,6,blue/red,80,blue,decision,0
9,1,7,yellow/blue,20,yellow,catch,20
9,1,8,green/blue,40,green,catch,40
9,1,9,blue/green,80,blue,catch,0
9,1,10,yellow/red,20,yellow,catch,40
9,1,11,green/yellow,40,green,decision,0
9,1,12,red/blue,60,red,decision,0
9,1,13,blue/green,80,blue,catch,0
9,1,14,yellow/green,20,yellow,decision,0
9,1,15,yellow/green,20,yellow,decision,0
9,1,16,green/yellow,40,green,decision,0
9,1,17,red/green,60,red,catch,0
9,1,18,green/blue,0,green,catch,80
9,1,19,yellow/green,20,yellow,decision,20
9,1,20,yellow/red,20,yellow,catch,40
9,1,21,yellow/green,20,yellow,decision,20
9,1,22,yellow/red,20,yellow,catch,40
9,1,23,red/blue,60,red,decision,0
9,1,24,blue/green,40,blue,catch,0
9,1,25,red/yellow,60,red,catch,0
9,1,26,green/yellow,40,green,decision,0
9,1,27,red/blue,60,red,decision,0
9,1,28,blue/yellow,80,blue,catch,0
9,1,29,green/red,0,green,catch,60
9,1,30,green/yellow,40,green,decision,0
9,1,31,blue/red,80,blue,decision,0
9,1,32,green/red,0,green,catch,60
9,1,33,red/blue,60,red,decision,20
9,1,34,blue/green,80,blue,catch,0
9,1,35,blue/red,80,blue,decision,0
9,1,36,green/yellow,20,yellow,decision,0
9,1,37,yellow/green,20,yellow,decision,0
9,1,38,yellow/green,20,yellow,decision,0
9,1,39,green/yellow,0,green,decision,20
9,1,40,blue/red,80,blue,decision,0
9,2,1,red/yellow,60,red,catch,0
9,2,2,green/red,40,green,catch,20
9,2,3,red/green,60,red,catch,0
9,2,4,blue/red,40,blue,decision,20
9,2,5,yellow/green,20,yellow,decision,0
9,2,6,green/red,0,green,catch,60
9,2,7,blue/red,40,blue,decision,20
9,2,8,red/green,60,red,catch,0
9,2,9,blue/yellow,80,blue,catch,0
9,2,10,blue/red,40,blue,decision,20
9,2,11,yellow/blue,20,yellow,catch,20
9,2,12,red/blue,60,red,decision,0
9,2,13,blue/red,80,blue,decision,0
9,2,14,red/blue,60,red,decision,20
9,2,15,green/yellow,40,green,decision,0
9,2,16,red/blue,60,red,decision,0
9,2,17,yellow/blue,20,yellow,catch,20
9,2,18,blue/red,80,blue,decision,0
9,2,19,green/yellow,40,green,decision,0
9,2,20,blue/red,80,blue,decision,0
9,2,21,green/yellow,20,yellow,decision,20
9,2,22,blue/yellow,80,blue,catch,0
9,2,23,red/yellow,60,red,catch,0
9,2,24,blue/red,40,blue,decision,20
9,2,25,green/red,40,green,catch,20
9,2,26,red/yellow,60,red,catch,0
9,2,27,blue/red,40,blue,decision,20
9,2,28,green/yellow,0,green,decision,20
9,2,29,yellow/red,20,yellow,catch,40
9,2,30,blue/yellow,40,blue,catch,0
9,2,31,red/blue,60,red,decision,20
9,2,32,yellow/blue,20,yellow,catch,60
9,2,33,red/green,60,red,catch,0
9,2,34,blue/red,60,red,decision,20
9,2,35,blue/red,40,blue,decision,20
9,2,36,yellow/green,20,yellow,decision,0
9,2,37,yellow/green,20,yellow,decision,20
9,2,38,blue/red,60,red,decision,20
9,2,39,blue/red,80,blue,decision,0
9,2,40,red/blue,60,red,decision,0
9,3,1,red/blue,60,red,decision,0
9,3,2,blue/red,80,blue,decision,0
9,3,3,blue/red,40,blue,decision,20
9,3,4,yellow/green,20,yellow,decision,20
9,3,5,yellow/red,20,yellow,catch,40
9,3,6,blue/red,80,blue,decision,0
9,3,7,red/blue,60,red,decision,0
9,3,8,yellow/green,20,yellow,decision,20
9,3,9,green/yellow,40,green,decision,0
9,3,10,green/red,0,green,catch,60
9,3,11,green/red,0,green,catch,60
9,3,12,yellow/green,20,yellow,decision,20
9,3,13,red/yellow,60,red,catch,0
9,3,14,blue/green,80,blue,catch,0
9,3,15,yellow/green,20,yellow,decision,20
9,3,16,red/blue,60,red,decision,20
9,3,17,yellow/blue,40,blue,catch,0
9,3,18,green/yellow,20,yellow,decision,20
9,3,19,green/blue,0,green,catch,40
9,3,20,blue/green,80,blue,catch,0
9,3,21,yellow/green,20,yellow,decision,20
9,3,22,green/yellow,0,green,decision,20
9,3,23,red/green,40,green,catch,20
9,3,24,red/blue,60,red,decision,20
9,3,25,green/yellow,0,green,decision,20
9,3,26,yellow/red,20,yellow,catch,40
9,3,27,yellow/blue,20,yellow,catch,20
9,3,28,blue/red,80,blue,decision,0
9,3,29,red/yellow,60,red,catch,0
9,3,30,yellow/green,20,yellow,decision,20
9,3,31,red/yellow,60,red,catch,0
9,3,32,blue/green,40,blue,catch,0
9,3,33,yellow/green,20,yellow,decision,0
9,3,34,green/yellow,0,green,decision,20
9,3,35,blue/red,60,red,decision,20
9,3,36,blue/yellow,80,blue,catch,0
9,3,37,red/blue,60,red,decision,20
9,3,38,green/yellow,40,green,decision,0
9,3,39,blue/red,40,blue,decision,20
9,3,40,red/yellow,60,red,catch,0
9,4,1,green/yellow,20,yellow,decision,20
9,4,2,red/yellow,60,red,catch,0
9,4,3,yellow/green,20,yellow,decision,20
9,4,4,green/blue,80,blue,catch,0
9,4,5,yellow/blue,80,blue,catch,0
9,4,6,blue/green,80,blue,catch,0
9,4,7,blue/green,40,blue,catch,0
9,4,8,green/yellow,0,green,decision,20
9,4,9,yellow/green,20,yellow,decision,0
9,4,10,blue/red,40,blue,decision,20
9,4,11,red/blue,60,red,decision,20
9,4,12,green/yellow,40,green,decision,0
9,4,13,blue/yellow,80,blue,catch,0
9,4,14,yellow/red,20,yellow,catch,40
9,4,15,blue/green,40,blue,catch,0
9,4,16,green/yellow,40,green,decision,0
9,4,17,green/red,40,green,catch,20
9,4,18,yellow/blue,20,yellow,catch,20
9,4,19,yellow/red,20,yellow,catch,40
9,4,20,red/blue,60,red,decision,0
9,4,21,yellow/blue,20,yellow,catch,60
9,4,22,red/blue,60,red,decision,0
9,4,23,green/yellow,40,green,decision,0
9,4,24,red/green,60,red,catch,0
9,4,25,blue/red,80,blue,decision,0
9,4,26,yellow/green,20,yellow,decision,20
9,4,27,green/blue,0,green,catch,40
9,4,28,yellow/green,20,yellow,decision,0
9,4,29,red/blue,60,red,decision,0
9,4,30,red/blue,60,red,decision,20
9,4,31,yellow/green,40,green,decision,0
9,4,32,green/yellow,0,green,decision,20
9,4,33,blue/yellow,40,blue,catch,0
9,4,34,green/yellow,20,yellow,decision,20
9,4,35,yellow/green,20,yellow,decision,0
9,4,36,blue/red,60,red,decision,20
9,4,37,blue/red,80,blue,decision,0
9,4,38,red/blue,60,red,decision,0
9,4,39,red/blue,60,red,decision,0
9,4,40,yellow/blue,20,yellow,catch,60
9,5,1,green/red,40,green,catch,20
9,5,2,red/blue,60,red,decision,0
9,5,3,red/yellow,60,red,catch,0
9,5,4,green/red,60,red,catch,0
9,5,5,green/yellow,0,green,decision,20
9,5,6,red/green,60,red,catch,0
9,5,7,yellow/green,20,yellow,decision,20
9,5,8,yellow/green,20,yellow,decision,0
9,5,9,red/blue,60,red,decision,20
9,5,10,yellow/green,20,yellow,decision,20
9,5,11,blue/yellow,40,blue,catch,0
9,5,12,yellow/red,20,yellow,catch,40
9,5,13,red/blue,60,red,decision,20
9,5,14,green/yellow,0,green,decision,20
9,5,15,blue/yellow,80,blue,catch,0
9,5,16,blue/red,80,blue,decision,0
9,5,17,yellow/green,20,yellow,decision,0
9,5,18,yellow/green,20,yellow,decision,20
9,5,19,green/yellow,40,green,decision,0
9,5,20,red/yellow,60,red,catch,0
9,5,21,green/yellow,0,green,decision,20
9,5,22,red/blue,60,red,decision,20
9,5,23,green/yellow,40,green,decision,0
9,5,24,green/red,40,green,catch,20
9,5,25,red/blue,60,red,decision,20
9,5,26,red/blue,60,red,decision,20
9,5,27,red/blue,60,red,decision,20
9,5,28,green/red,40,green,catch,20
9,5,29,blue/yellow,80,blue,catch,0
9,5,30,yellow/green,20,yellow,decision,20
9,5,31,yellow/red,20,yellow,catch,40
9,5,32,green/yellow,40,green,decision,0
9,5,33,green/yellow,40,green,decision,0
9,5,34,green/yellow,40,green,decision,0
9,5,35,blue/red,80,blue,decision,0
9,5,36,blue/green,40,blue,catch,0
9,5,37,green/red,0,green,catch,60
9,5,38,blue/green,40,blue,catch,0
9,5,39,blue/green,80,blue,catch,0
9,5,40,blue/red,40,blue,decision,20
9,6,1,yellow/green,20,yellow,decision,20
9,6,2,yellow/green,20,yellow,decision,0
9,6,3,blue/green,80,blue,catch,0
9,6,4,blue/red,40,blue,decision,20
9,6,5,green/blue,0,green,catch,80
9,6,6,yellow/red,20,yellow,catch,40
9,6,7,yellow/green,20,yellow,decision,20
