Subject,Date,Session,Day,Trial,Left Path,Right Path,Path Taken,Notes
26,7/11/2013,40,Day 7,4,purple(0/2=0),yellow(1),right,
26,7/11/2013,40,Day 7,5,x,yellow(1),right,
26,7/11/2013,40,Day 7,6,green(3),x,left,
26,7/11/2013,40,Day 7,7,orange(2/4=4),purple(0/2=0),left,
26,7/11/2013,40,Day 7,8,yellow(1),green(3),right,
26,7/11/2013,40,Day 7,9,orange(2/4=4),green(3),left,
26,7/11/2013,40,Day 7,10,green(3),yellow(1),left,
47,10/25/2012,1,Day 1,1,yellow(0/2=0),purple(2/4=4),right,pecked all pellets except 1
47,10/25/2012,1,Day 1,2,orange(3),green(1),left,
47,10/25/2012,1,Day 1,3,green(1),x,left,
47,10/25/2012,1,Day 1,4,yellow(0/2=2),green(1),left,
47,10/25/2012,1,Day 1,5,purple(2/4=2),yellow(0/2=0),left,
47,10/25/2012,1,Day 1,6,purple(2/4=2),orange(3),left,
47,10/25/2012,1,Day 1,7,orange(3),purple(2/4=4),left,
47,10/25/2012,1,Day 1,8,green(1),yellow(0/2=2),left,
47,10/25/2012,1,Day 1,9,green(1),orange(3),left,
47,10/25/2012,1,Day 1,10,x,purple(2/4=4),went to left side 3 times before entering the right side.,
47,10/26/2012,2,Day 2,1,orange(3),purple(2/4=4),right,
47,10/26/2012,2,Day 2,2,yellow(0/2=2),purple(2/4=4),left,
47,10/26/2012,2,Day 2,3,purple(2/4=4),yellow(0/2=2),left,
47,10/26/2012,2,Day 2,4,x,orange(3),right,
47,10/26/2012,2,Day 2,5,green(1),orange(3),right,
47,10/26/2012,2,Day 2,6,yellow(0/2=0),green(1),right,
47,10/26/2012,2,Day 2,7,yellow(0/2=0),x,right then left,
47,10/26/2012,2,Day 2,8,orange(3),green(1),right,
47,10/26/2012,2,Day 2,9,green(1),yellow(0/2=0),right,
47,10/26/2012,2,Day 2,10,purple(2/4=2),orange(3),right,
47,10/29/2012,3,Day 3,1,orange(3),x,left,
47,10/29/2012,3,Day 3,2,green(1),yellow(0/2=0),right,
47,10/29/2012,3,Day 3,3,yellow(0/2=0),green(1),right,
47,10/29/2012,3,Day 3,4,purple(2/4=2),orange(3),right,
47,10/29/2012,3,Day 3,5,x,green(1),right,
47,10/29/2012,3,Day 3,6,purple(2/4=4),yellow(0/2=0),right,
47,10/29/2012,3,Day 3,7,yellow(0/2=2),purple(2/4=2),right,
47,10/29/2012,3,Day 3,8,orange(3),green(1),left,
47,10/29/2012,3,Day 3,9,orange(3),purple(2/4=2),left,
47,10/29/2012,3,Day 3,10,green(1),orange(3),right,
47,10/30/2012,4,Day 4,1,yellow(0/2=0),purple(2/4=2),right,
47,10/30/2012,4,Day 4,2,purple(2/4=4),orange(3),left,
47,10/30/2012,4,Day 4,3,green(1),yellow(0/2=2),right,
47,10/30/2012,4,Day 4,4,green(1),orange(3),right,
47,10/30/2012,4,Day 4,5,x,yellow(0/2=2),partially went through left  then chose right,
47,10/30/2012,4,Day 4,6,orange(3),green(1),left,
47,10/30/2012,4,Day 4,7,purple(2/4=2),x,left,
47,10/30/2012,4,Day 4,8,yellow(0/2=2),green(1),left,
47,10/30/2012,4,Day 4,9,orange(3),purple(2/4=4),right,
47,10/30/2012,4,Day 4,10,purple(2/4=2),yellow(0/2=2),left,
47,10/31/2012,5,Day 5,1,green(1),x,right then left,
47,10/31/2012,5,Day 5,2,yellow(0/2=0),purple(2/4=4),right,
47,10/31/2012,5,Day 5,3,x,purple(2/4=2),right,
47,10/31/2012,5,Day 5,4,purple(2/4=2),yellow(0/2=0),left,
47,10/31/2012,5,Day 5,5,orange(3),purple(2/4=4),right,
47,10/31/2012,5,Day 5,6,green(1),orange(3),right,
47,10/31/2012,5,Day 5,7,purple(2/4=2),orange(3),right,
47,10/31/2012,5,Day 5,8,green(1),yellow(0/2=2),right,
47,10/31/2012,5,Day 5,9,yellow(0/2=2),green(1),right,
47,10/31/2012,5,Day 5,10,orange(3),green(1),left,
47,11/1/2012,6,Day 6,1,yellow(0/2=0),green(1),left,
47,11/1/2012,6,Day 6,2,orange(3),purple(2/4=4),right,
47,11/1/2012,6,Day 6,3,purple(2/4=2),orange(3),right,
47,11/1/2012,6,Day 6,4,yellow(0/2=2),x,right then left,
47,11/1/2012,6,Day 6,5,x,orange(3),right,
47,11/1/2012,6,Day 6,6,green(1),yellow(0/2=0),right,
47,11/1/2012,6,Day 6,7,yellow(0/2=2),purple(2/4=4),right,
47,11/1/2012,6,Day 6,8,purple(2/4=4),yellow(0/2=2),left,
47,11/1/2012,6,Day 6,9,orange(3),green(1),right,
47,11/1/2012,6,Day 6,10,green(1),orange(3),right,
47,11/2/2012,7,Day 7,1,orange(3),purple(2/4=2),right,
47,11/2/2012,7,Day 7,2,purple(2/4=2),orange(3),right,
47,11/2/2012,7,Day 7,3,x,green(1),right,
47,11/2/2012,7,Day 7,4,green(1),orange(3),right,
47,11/2/2012,7,Day 7,5,purple(2/4=4),yellow(0/2=0),left,
47,11/2/2012,7,Day 7,6,yellow(0/2=2),purple(2/4=2),right,
47,11/2/2012,7,Day 7,7,yellow(0/2=0),green(1),right,
47,11/2/2012,7,Day 7,8,orange(3),x,left,
47,11/2/2012,7,Day 7,9,green(1),yellow(0/2=0),right,
47,11/2/2012,7,Day 7,10,orange(3),green(1),left,
47,11/5/2012,8,Day 8,1,x,yellow(0/2=0),right,
47,11/5/2012,8,Day 8,2,green(1),orange(3),right,
47,11/5/2012,8,Day 8,3,orange(3),green(1),left,
47,11/5/2012,8,Day 8,4,purple(2/4=2),yellow(0/2=2),left,
47,11/5/2012,8,Day 8,5,yellow(0/2=2),green(1),right,
47,11/5/2012,8,Day 8,6,purple(2/4=4),x,left,
47,11/5/2012,8,Day 8,7,purple(2/4=4),orange(3),left,
47,11/5/2012,8,Day 8,8,yellow(0/2=0),purple(2/4=2),right,
47,11/5/2012,8,Day 8,9,green(1),yellow(0/2=2),left,
47,11/5/2012,8,Day 8,10,orange(3),purple(2/4=4),left,
47,11/6/2012,9,Day 1,1,orange(3),purple(2/4=4),left,
47,11/6/2012,9,Day 1,2,purple(2/4=2),orange(3),right,
47,11/6/2012,9,Day 1,3,yellow(0/2=0),purple(2/4=4),right,
47,11/6/2012,9,Day 1,4,purple(2/4=2),yellow(0/2=0),left,
47,11/6/2012,9,Day 1,5,green(1),orange(3),right,
47,11/6/2012,9,Day 1,6,green(1),yellow(0/2=2),left,
47,11/6/2012,9,Day 1,7,x,purple(2/4=4),right,
47,11/6/2012,9,Day 1,8,orange(3),green(1),left,went partially into ride side (could not close door without guillotining the bird)æbut then turned around (without having seen the food) and went to left to obtain food
47,11/6/2012,9,Day 1,9,green(1),x,right then left,
47,11/6/2012,9,Day 1,10,yellow(0/2=2),green(1),left,
47,11/7/2012,10,Day 2,1,green(1),yellow(0/2=0),left,
47,11/7/2012,10,Day 2,2,green(1),orange(3),right,
47,11/7/2012,10,Day 2,3,purple(2/4=4),yellow(0/2=2),left,
47,11/7/2012,10,Day 2,4,purple(2/4=2),orange(3),left,
47,11/7/2012,10,Day 2,5,orange(3),green(1),left,
47,11/7/2012,10,Day 2,6,x,orange(3),right,
47,11/7/2012,10,Day 2,7,yellow(0/2=0),x,left,
47,11/7/2012,10,Day 2,8,orange(3),purple(2/4=4),left,
47,11/7/2012,10,Day 2,9,yellow(0/2=0),green(1),right,
47,11/7/2012,10,Day 2,10,yellow(0/2=2),purple(2/4=4),right,
47,11/8/2012,11,Day 3,1,yellow(0/2=0),green(1),left,
47,11/8/2012,11,Day 3,2,x,green(1),right,
47,11/8/2012,11,Day 3,3,purple(2/4=2),orange(3),right,
47,11/8/2012,11,Day 3,4,yellow(0/2=2),purple(2/4=2),right,
47,11/8/2012,11,Day 3,5,orange(3),green(1),left,
47,11/8/2012,11,Day 3,6,orange(3),x,left,
47,11/8/2012,11,Day 3,7,orange(3),purple(2/4=2),left,
47,11/8/2012,11,Day 3,8,green(1),yellow(0/2=0),right,
47,11/8/2012,11,Day 3,9,green(1),orange(3),right,
47,11/8/2012,11,Day 3,10,purple(2/4=4),yellow(0/2=0),left,
47,11/9/2012,12,Day 4,1,yellow(0/2=0),purple(2/4=2),right,
47,11/9/2012,12,Day 4,2,purple(2/4=4),orange(3),right,
47,11/9/2012,12,Day 4,3,purple(2/4=2),yellow(0/2=2),left,
47,11/9/2012,12,Day 4,4,orange(3),green(1),left,
47,11/9/2012,12,Day 4,5,x,yellow(0/2=2),left then right,
47,11/9/2012,12,Day 4,6,orange(3),purple(2/4=4),left,
47,11/9/2012,12,Day 4,7,green(1),yellow(0/2=2),right,
47,11/9/2012,12,Day 4,8,yellow(0/2=2),green(1),right,
47,11/9/2012,12,Day 4,9,green(1),orange(3),right,
47,11/9/2012,12,Day 4,10,purple(2/4=2),x,left,
47,11/13/2012,13,Day 5,1,purple(2/4=2),yellow(0/2=0),left,
47,11/13/2012,13,Day 5,2,green(1),x,right then left,
47,11/13/2012,13,Day 5,3,orange(3),green(1),left,
47,11/13/2012,13,Day 5,4,orange(3),purple(2/4=4),left,
47,11/13/2012,13,Day 5,5,x,purple(2/4=2),right,
47,11/13/2012,13,Day 5,6,purple(2/4=2),orange(3),left,
47,11/13/2012,13,Day 5,7,yellow(0/2=0),purple(2/4=4),right,
47,11/13/2012,13,Day 5,8,green(1),yellow(0/2=2),left,
47,11/13/2012,13,Day 5,9,green(1),orange(3),right,
47,11/13/2012,13,Day 5,10,yellow(0/2=2),green(1),right,
47,11/14/2012,14,Day 6,1,yellow(0/2=2),purple(2/4=4),right,
47,11/14/2012,14,Day 6,2,orange(3),purple(2/4=4),right,
47,11/14/2012,14,Day 6,3,yellow(0/2=0),green(1),right,
47,11/14/2012,14,Day 6,4,green(1),orange(3),right,
47,11/14/2012,14,Day 6,5,orange(3),green(1),left,
47,11/14/2012,14,Day 6,6,green(1),yellow(0/2=0),right,
47,11/14/2012,14,Day 6,7,x,orange(3),right,
47,11/14/2012,14,Day 6,8,purple(2/4=2),orange(3),right,
47,11/14/2012,14,Day 6,9,purple(2/4=4),yellow(0/2=2),left,
47,11/14/2012,14,Day 6,10,yellow(0/2=2),x,right then left,
47,11/15/2012,15,Day 7,1,orange(3),purple(2/4=2),right,
47,11/15/2012,15,Day 7,2,orange(3),x,left,
47,11/15/2012,15,Day 7,3,orange(3),green(1),left,
47,11/15/2012,15,Day 7,4,purple(2/4=2),orange(3),left,
47,11/15/2012,15,Day 7,5,purple(2/4=4),yellow(0/2=0),left,
47,11/15/2012,15,Day 7,6,green(1),orange(3),right,
47,11/15/2012,15,Day 7,7,yellow(0/2=0),green(1),left,
47,11/15/2012,15,Day 7,8,x,green(1),right,
47,11/15/2012,15,Day 7,9,yellow(0/2=2),purple(2/4=2),right,
47,11/15/2012,15,Day 7,10,green(1),yellow(0/2=0),left,
47,11/16/2012,16,Day 8,1,orange(3),green(1),left,
47,11/16/2012,16,Day 8,2,green(1),yellow(0/2=2),left,
47,11/16/2012,16,Day 8,3,purple(2/4=2),yellow(0/2=2),left,
47,11/16/2012,16,Day 8,4,orange(3),purple(2/4=4),left,
47,11/16/2012,16,Day 8,5,yellow(0/2=0),purple(2/4=2),right,
47,11/16/2012,16,Day 8,6,yellow(0/2=2),green(1),right,
47,11/16/2012,16,Day 8,7,green(1),orange(3),right,
47,11/16/2012,16,Day 8,8,x,yellow(0/2=0),right,
47,11/16/2012,16,Day 8,9,purple(2/4=4),orange(3),right,
47,11/16/2012,16,Day 8,10,purple(2/4=4),x,left,
47,11/19/2012,17,Day 1,1,orange(3),green(1),left,
47,11/19/2012,17,Day 1,2,purple(2/4=2),orange(3),left,
47,11/19/2012,17,Day 1,3,yellow(0/2=0),purple(2/4=4),right,
47,11/19/2012,17,Day 1,4,x,purple(2/4=4),right,
47,11/19/2012,17,Day 1,5,yellow(0/2=2),green(1),left,
47,11/19/2012,17,Day 1,6,green(1),x,right then left,
47,11/19/2012,17,Day 1,7,orange(3),purple(2/4=4),right,
47,11/19/2012,17,Day 1,8,purple(2/4=2),yellow(0/2=0),left,
47,11/19/2012,17,Day 1,9,green(1),yellow(0/2=2),right,
47,11/19/2012,17,Day 1,10,green(1),orange(3),right,
47,11/20/2012,18,Day 2,1,purple(2/4=4),yellow(0/2=2),left,
47,11/20/2012,18,Day 2,2,yellow(0/2=0),x,left,
47,11/20/2012,18,Day 2,3,yellow(0/2=2),purple(2/4=4),right,
47,11/20/2012,18,Day 2,4,green(1),orange(3),right,
47,11/20/2012,18,Day 2,5,orange(3),purple(2/4=4),right,
47,11/20/2012,18,Day 2,6,green(1),yellow(0/2=0),right,
47,11/20/2012,18,Day 2,7,purple(2/4=2),orange(3),right,
47,11/20/2012,18,Day 2,8,orange(3),green(1),left,
47,11/20/2012,18,Day 2,9,yellow(0/2=0),green(1),right,
47,11/20/2012,18,Day 2,10,x,orange(3),right,
47,11/21/2012,19,Day 3,1,purple(2/4=4),yellow(0/2=0),left,
47,11/21/2012,19,Day 3,2,green(1),orange(3),right,
47,11/21/2012,19,Day 3,3,orange(3),x,left,
47,11/21/2012,19,Day 3,4,purple(2/4=2),orange(3),right,
47,11/21/2012,19,Day 3,5,green(1),yellow(0/2=0),left,
47,11/21/2012,19,Day 3,6,yellow(0/2=2),purple(2/4=2),right,
47,11/21/2012,19,Day 3,7,orange(3),green(1),left,
47,11/21/2012,19,Day 3,8,orange(3),purple(2/4=2),left,
47,11/21/2012,19,Day 3,9,x,green(1),left then right,
47,11/21/2012,19,Day 3,10,yellow(0/2=0),green(1),left,
47,11/22/2012,20,Day 4,1,green(1),yellow(0/2=2),left,
47,11/22/2012,20,Day 4,2,yellow(0/2=2),green(1),right,
47,11/22/2012,20,Day 4,3,purple(2/4=4),orange(3),right,
47,11/22/2012,20,Day 4,4,x,yellow(0/2=2),right,
47,11/22/2012,20,Day 4,5,purple(2/4=2),x,left,
47,11/22/2012,20,Day 4,6,orange(3),purple(2/4=4),right,
47,11/22/2012,20,Day 4,7,yellow(0/2=0),purple(2/4=2),right,
47,11/22/2012,20,Day 4,8,purple(2/4=2),yellow(0/2=2),left,
47,11/22/2012,20,Day 4,9,green(1),orange(3),right,
47,11/22/2012,20,Day 4,10,orange(3),green(1),left,
47,11/23/2012,21,Day 5,1,purple(2/4=2),orange(3),left,
47,11/23/2012,21,Day 5,2,green(1),x,right then left,
47,11/23/2012,21,Day 5,3,x,purple(2/4=2),right,
47,11/23/2012,21,Day 5,4,yellow(0/2=2),green(1),left,
47,11/23/2012,21,Day 5,5,yellow(0/2=0),purple(2/4=4),right,
47,11/23/2012,21,Day 5,6,orange(3),purple(2/4=4),left,
47,11/23/2012,21,Day 5,7,green(1),yellow(0/2=2),left,
47,11/23/2012,21,Day 5,8,orange(3),green(1),left,
47,11/23/2012,21,Day 5,9,green(1),orange(3),right,
47,11/23/2012,21,Day 5,10,purple(2/4=2),yellow(0/2=0),left,
47,11/27/2012,22,Day 6,1,yellow(0/2=2),x,left,
47,11/27/2012,22,Day 6,2,orange(3),green(1),left,
47,11/27/2012,22,Day 6,3,orange(3),purple(2/4=4),right,
47,11/27/2012,22,Day 6,4,green(1),orange(3),right,
47,11/27/2012,22,Day 6,5,yellow(0/2=0),green(1),left,
47,11/27/2012,22,Day 6,6,green(1),yellow(0/2=0),left,
47,11/27/2012,22,Day 6,7,purple(2/4=4),yellow(0/2=2),left,
47,11/27/2012,22,Day 6,8,x,orange(3),right,
47,11/27/2012,22,Day 6,9,yellow(0/2=2),purple(2/4=4),right,
47,11/27/2012,22,Day 6,10,purple(2/4=2),orange(3),left,
47,11/29/2012,23,Day 7,1,x,green(1),left twice then right,
47,11/29/2012,23,Day 7,2,orange(3),x,left,
47,11/29/2012,23,Day 7,3,orange(3),purple(2/4=2),left,
47,11/29/2012,23,Day 7,4,purple(2/4=2),orange(3),left,
47,11/29/2012,23,Day 7,5,green(1),yellow(0/2=0),left,
47,11/29/2012,23,Day 7,6,orange(3),green(1),left,
47,11/29/2012,23,Day 7,7,purple(2/4=4),yellow(0/2=0),left,
47,11/29/2012,23,Day 7,8,green(1),orange(3),left,
47,11/29/2012,23,Day 7,9,yellow(0/2=2),purple(2/4=2),right,
47,11/29/2012,23,Day 7,10,yellow(0/2=0),green(1),left,
47,11/30/2012,24,Day 8,1,purple(2/4=4),x,left,
47,11/30/2012,24,Day 8,2,orange(3),purple(2/4=4),left,
47,11/30/2012,24,Day 8,3,green(1),orange(3),right,
47,11/30/2012,24,Day 8,4,yellow(0/2=2),green(1),left,
47,11/30/2012,24,Day 8,5,x,yellow(0/2=0),left twice then right,
47,11/30/2012,24,Day 8,6,yellow(0/2=0),purple(2/4=2),right,
47,11/30/2012,24,Day 8,7,purple(2/4=2),yellow(0/2=2),left,
47,11/30/2012,24,Day 8,8,orange(3),green(1),left,
47,11/30/2012,24,Day 8,9,purple(2/4=4),orange(3),left,
47,11/30/2012,24,Day 8,10,green(1),yellow(0/2=2),left,
47,12/3/2012,25,Day 1,1,green(1),orange(3),right,
47,12/3/2012,25,Day 1,2,purple(2/4=2),orange(3),left,
47,12/3/2012,25,Day 1,3,green(1),x,left,
47,12/3/2012,25,Day 1,4,yellow(0/2=2),green(1),right,
47,12/3/2012,25,Day 1,5,x,purple(2/4=4),right,
47,12/3/2012,25,Day 1,6,yellow(0/2=0),purple(2/4=4),right,
47,12/3/2012,25,Day 1,7,orange(3),green(1),left,
47,12/3/2012,25,Day 1,8,purple(2/4=2),yellow(0/2=0),left,
47,12/3/2012,25,Day 1,9,green(1),yellow(0/2=2),left,
47,12/3/2012,25,Day 1,10,orange(3),purple(2/4=4),right,
47,12/4/2012,26,Day 2,1,yellow(0/2=0),x,left,
47,12/4/2012,26,Day 2,2,purple(2/4=4),yellow(0/2=2),left,
47,12/4/2012,26,Day 2,3,x,orange(3),right,
47,12/4/2012,26,Day 2,4,green(1),orange(3),right,
47,12/4/2012,26,Day 2,5,orange(3),green(1),left,
47,12/4/2012,26,Day 2,6,yellow(0/2=0),green(1),left,
47,12/4/2012,26,Day 2,7,purple(2/4=2),orange(3),left,
47,12/4/2012,26,Day 2,8,orange(3),purple(2/4=4),left,
47,12/4/2012,26,Day 2,9,green(1),yellow(0/2=0),right,
47,12/4/2012,26,Day 2,10,yellow(0/2=2),purple(2/4=4),right,
47,12/5/2012,27,Day 3,1,x,green(1),left then right,
47,12/5/2012,27,Day 3,2,green(1),orange(3),right,
47,12/5/2012,27,Day 3,3,green(1),yellow(0/2=0),left,
47,12/5/2012,27,Day 3,4,orange(3),x,left,
47,12/5/2012,27,Day 3,5,orange(3),purple(2/4=2),right,
47,12/5/2012,27,Day 3,6,orange(3),green(1),left,
47,12/5/2012,27,Day 3,7,purple(2/4=2),orange(3),left,
47,12/5/2012,27,Day 3,8,purple(2/4=4),yellow(0/2=0),left,
47,12/5/2012,27,Day 3,9,yellow(0/2=2),purple(2/4=2),right,
47,12/5/2012,27,Day 3,10,yellow(0/2=0),green(1),right,
47,12/6/2012,28,Day 4,1,green(1),yellow(0/2=2),left,
47,12/6/2012,28,Day 4,2,yellow(0/2=0),purple(2/4=2),right,
47,12/6/2012,28,Day 4,3,green(1),orange(3),right,
47,12/6/2012,28,Day 4,4,purple(2/4=2),x,left,
47,12/6/2012,28,Day 4,5,x,yellow(0/2=2),left then right,
47,12/6/2012,28,Day 4,6,orange(3),green(1),left,
47,12/6/2012,28,Day 4,7,yellow(0/2=2),green(1),left,
47,12/6/2012,28,Day 4,8,purple(2/4=4),orange(3),right,
47,12/6/2012,28,Day 4,9,purple(2/4=2),yellow(0/2=2),left,
47,12/6/2012,28,Day 4,10,orange(3),purple(2/4=4),right,
47,12/7/2012,29,Day 5,1,green(1),x,left,
47,12/7/2012,29,Day 5,2,purple(2/4=2),yellow(0/2=0),left,
47,12/7/2012,29,Day 5,3,purple(2/4=2),orange(3),left,
47,12/7/2012,29,Day 5,4,yellow(0/2=2),green(1),left,
47,12/7/2012,29,Day 5,5,green(1),orange(3),right,
47,12/7/2012,29,Day 5,6,orange(3),purple(2/4=4),right,
47,12/7/2012,29,Day 5,7,x,purple(2/4=2),right,
47,12/7/2012,29,Day 5,8,orange(3),green(1),left,
47,12/7/2012,29,Day 5,9,yellow(0/2=0),purple(2/4=4),right,
47,12/7/2012,29,Day 5,10,green(1),yellow(0/2=2),left,
47,12/11/2012,30,Day 6,1,green(1),yellow(0/2=0),left,
47,12/11/2012,30,Day 6,2,purple(2/4=4),yellow(0/2=2),left,
47,12/11/2012,30,Day 6,3,x,orange(3),right,
47,12/11/2012,30,Day 6,4,yellow(0/2=0),green(1),left,
47,12/11/2012,30,Day 6,5,yellow(0/2=2),purple(2/4=4),right,
47,12/11/2012,30,Day 6,6,green(1),orange(3),right,
47,12/11/2012,30,Day 6,7,yellow(0/2=2),x,left,
47,12/11/2012,30,Day 6,8,orange(3),purple(2/4=4),right,
47,12/11/2012,30,Day 6,9,purple(2/4=2),orange(3),left,
47,12/11/2012,30,Day 6,10,orange(3),green(1),left,
47,12/12/2012,31,Day 7,1,orange(3),green(1),left,
47,12/12/2012,31,Day 7,2,green(1),yellow(0/2=0),left,
47,12/12/2012,31,Day 7,3,yellow(0/2=2),purple(2/4=2),right,
47,12/12/2012,31,Day 7,4,purple(2/4=2),orange(3),left,
47,12/12/2012,31,Day 7,5,green(1),orange(3),right,
47,12/12/2012,31,Day 7,6,orange(3),purple(2/4=2),right,
47,12/12/2012,31,Day 7,7,orange(3),x,left,
47,12/12/2012,31,Day 7,8,yellow(0/2=0),green(1),left,
47,12/12/2012,31,Day 7,9,purple(2/4=4),yellow(0/2=0),left,
47,12/12/2012,31,Day 7,10,x,green(1),right,
47,12/13/2012,32,Day 8,1,purple(2/4=2),yellow(0/2=2),left,
47,12/13/2012,32,Day 8,2,purple(2/4=4),x,left,
47,12/13/2012,32,Day 8,3,yellow(0/2=0),purple(2/4=2),right,
47,12/13/2012,32,Day 8,4,yellow(0/2=2),green(1),left,
47,12/13/2012,32,Day 8,5,orange(3),green(1),left,
47,12/13/2012,32,Day 8,6,green(1),orange(3),right,
47,12/13/2012,32,Day 8,7,green(1),yellow(0/2=2),left,
47,12/13/2012,32,Day 8,8,x,yellow(0/2=0),left twice then right,
47,12/13/2012,32,Day 8,9,orange(3),purple(2/4=4),right,
47,12/13/2012,32,Day 8,10,purple(2/4=4),orange(3),left,
47,12/14/2012,33,Day 1,1,yellow(0/2=2),green(1),right,
47,12/14/2012,33,Day 1,2,purple(2/4=2),orange(3),left,
47,12/14/2012,33,Day 1,3,yellow(0/2=0),purple(2/4=4),right,
47,12/14/2012,33,Day 1,4,green(1),x,left,
47,12/14/2012,33,Day 1,5,green(1),yellow(0/2=2),left,
47,12/14/2012,33,Day 1,6,purple(2/4=2),yellow(0/2=0),left,
47,12/14/2012,33,Day 1,7,orange(3),purple(2/4=4),left,
47,12/14/2012,33,Day 1,8,green(1),orange(3),right,
47,12/14/2012,33,Day 1,9,x,purple(2/4=4),right,
47,12/14/2012,33,Day 1,10,orange(3),green(1),left,
47,12/17/2012,34,Day 2,1,purple(2/4=2),orange(3),left,
47,12/17/2012,34,Day 2,2,orange(3),purple(2/4=4),left,
47,12/17/2012,34,Day 2,3,x,orange(3),right,
47,12/17/2012,34,Day 2,4,orange(3),green(1),left,
47,12/17/2012,34,Day 2,5,green(1),orange(3),right,
47,12/17/2012,34,Day 2,6,yellow(0/2=2),purple(2/4=4),right,
47,12/17/2012,34,Day 2,7,green(1),yellow(0/2=0),left,
47,12/17/2012,34,Day 2,8,yellow(0/2=0),x,left,
47,12/17/2012,34,Day 2,9,purple(2/4=4),yellow(0/2=2),left,
47,12/17/2012,34,Day 2,10,yellow(0/2=0),green(1),left,
47,12/18/2012,35,Day 3,1,yellow(0/2=0),green(1),right,
47,12/18/2012,35,Day 3,2,yellow(0/2=2),purple(2/4=2),right,
47,12/18/2012,35,Day 3,3,orange(3),green(1),left,
47,12/18/2012,35,Day 3,4,orange(3),x,left,
47,12/18/2012,35,Day 3,5,purple(2/4=4),yellow(0/2=0),left,
47,12/18/2012,35,Day 3,6,green(1),yellow(0/2=0),left,
47,12/18/2012,35,Day 3,7,purple(2/4=2),orange(3),left,
47,12/18/2012,35,Day 3,8,orange(3),purple(2/4=2),right,
47,12/18/2012,35,Day 3,9,green(1),orange(3),right,
47,12/18/2012,35,Day 3,10,x,green(1),left then right,
47,12/19/2012,36,Day 4,1,purple(2/4=2),yellow(0/2=2),left,
47,12/19/2012,36,Day 4,2,x,yellow(0/2=2),left then right,
47,12/19/2012,36,Day 4,3,purple(2/4=4),orange(3),right,
47,12/19/2012,36,Day 4,4,green(1),orange(3),right,
47,12/19/2012,36,Day 4,5,yellow(0/2=0),purple(2/4=2),right,
47,12/19/2012,36,Day 4,6,orange(3),green(1),left,
47,12/19/2012,36,Day 4,7,purple(2/4=2),x,left,
47,12/19/2012,36,Day 4,8,yellow(0/2=2),green(1),right,
47,12/19/2012,36,Day 4,9,orange(3),purple(2/4=4),right,
47,12/19/2012,36,Day 4,10,green(1),yellow(0/2=2),left,
47,12/20/2012,37,Day 5,1,purple(2/4=2),orange(3),right,
47,12/20/2012,37,Day 5,2,x,purple(2/4=2),right,
47,12/20/2012,37,Day 5,3,purple(2/4=2),yellow(0/2=0),left,
47,12/20/2012,37,Day 5,4,yellow(0/2=0),purple(2/4=4),right,
47,12/20/2012,37,Day 5,5,green(1),yellow(0/2=2),left,
47,12/20/2012,37,Day 5,6,orange(3),purple(2/4=4),right,
47,12/20/2012,37,Day 5,7,orange(3),green(1),left,
47,12/20/2012,37,Day 5,8,yellow(0/2=2),green(1),right,
47,12/20/2012,37,Day 5,9,green(1),x,left,
47,12/20/2012,37,Day 5,10,green(1),orange(3),right,
47,12/21/2012,38,Day 6,1,x,orange(3),right,
47,12/21/2012,38,Day 6,2,yellow(0/2=2),x,left,
47,12/21/2012,38,Day 6,3,purple(2/4=2),orange(3),right,
47,12/21/2012,38,Day 6,4,purple(2/4=4),yellow(0/2=2),left,
47,12/21/2012,38,Day 6,5,green(1),orange(3),right,
47,12/21/2012,38,Day 6,6,yellow(0/2=2),purple(2/4=4),right,
47,12/21/2012,38,Day 6,7,orange(3),purple(2/4=4),right,
47,12/21/2012,38,Day 6,8,yellow(0/2=0),green(1),left,
47,12/21/2012,38,Day 6,9,green(1),yellow(0/2=0),left,
47,12/21/2012,38,Day 6,10,orange(3),green(1),left,
47,12/27/2012,39,Day 7,1,orange(3),green(1),left,
47,12/27/2012,39,Day 7,2,orange(3),purple(2/4=2),right,
47,12/27/2012,39,Day 7,3,purple(2/4=2),orange(3),right,
47,12/27/2012,39,Day 7,4,yellow(0/2=0),green(1),right,
47,12/27/2012,39,Day 7,5,green(1),orange(3),right,
47,12/27/2012,39,Day 7,6,purple(2/4=4),yellow(0/2=0),left,
47,12/27/2012,39,Day 7,7,orange(3),x,left,
47,12/27/2012,39,Day 7,8,yellow(0/2=2),purple(2/4=2),right,
47,12/27/2012,39,Day 7,9,x,green(1),left then right,
47,12/27/2012,39,Day 7,10,green(1),yellow(0/2=0),left,
47,12/28/2012,40,Day 8,1,orange(3),green(1),left,
47,12/28/2012,40,Day 8,2,yellow(0/2=2),green(1),right,
47,12/28/2012,40,Day 8,3,purple(2/4=2),yellow(0/2=2),right,
47,12/28/2012,40,Day 8,4,green(1),orange(3),right,
47,12/28/2012,40,Day 8,5,orange(3),purple(2/4=4),left,
47,12/28/2012,40,Day 8,6,purple(2/4=4),orange(3),left,
47,12/28/2012,40,Day 8,7,purple(2/4=4),x,left,
47,12/28/2012,40,Day 8,8,x,yellow(0/2=0),left then right,
47,12/28/2012,40,Day 8,9,green(1),yellow(0/2=2),left,
47,12/28/2012,40,Day 8,10,yellow(0/2=0),purple(2/4=2),right,
