Subject,Date,Session,Day,Trial,Left Path,Right Path,Path Taken,Notes
412,4/23/2013,36,Day 4,3,green(2/4=2),yellow(3),left,
412,4/23/2013,36,Day 4,4,orange(0/2=2),purple(1),left,
412,4/23/2013,36,Day 4,5,orange(0/2=0),green(2/4=4),right,
412,4/23/2013,36,Day 4,6,green(2/4=4),orange(0/2=0),left,
412,4/23/2013,36,Day 4,7,x,orange(0/2=2),right,
412,4/23/2013,36,Day 4,8,purple(1),orange(0/2=2),right,
412,4/23/2013,36,Day 4,9,yellow(3),purple(1),right,
412,4/23/2013,36,Day 4,10,purple(1),yellow(3),right,
412,4/24/2013,37,Day 5,1,green(2/4=2),yellow(3),left,
412,4/24/2013,37,Day 5,2,purple(1),x,left,
412,4/24/2013,37,Day 5,3,purple(1),orange(0/2=0),left,
412,4/24/2013,37,Day 5,4,purple(1),yellow(3),right,
412,4/24/2013,37,Day 5,5,orange(0/2=2),purple(1),right,
412,4/24/2013,37,Day 5,6,orange(0/2=0),green(2/4=2),right,
412,4/24/2013,37,Day 5,7,x,green(2/4=4),right,
412,4/24/2013,37,Day 5,8,yellow(3),green(2/4=2),right,
412,4/24/2013,37,Day 5,9,green(2/4=2),orange(0/2=2),left,
412,4/24/2013,37,Day 5,10,yellow(3),purple(1),left,
412,4/25/2013,38,Day 6,1,orange(0/2=2),green(2/4=2),right,
412,4/25/2013,38,Day 6,2,yellow(3),green(2/4=2),right,
412,4/25/2013,38,Day 6,3,green(2/4=4),yellow(3),right,
412,4/25/2013,38,Day 6,4,green(2/4=2),orange(0/2=0),left,
412,4/25/2013,38,Day 6,5,purple(1),orange(0/2=2),right,
412,4/25/2013,38,Day 6,6,yellow(3),purple(1),left,
412,4/25/2013,38,Day 6,7,x,yellow(3),right,
412,4/25/2013,38,Day 6,8,purple(1),yellow(3),right,
412,4/25/2013,38,Day 6,9,orange(0/2=2),x,left,
412,4/25/2013,38,Day 6,10,orange(0/2=0),purple(1),right,
412,4/29/2013,39,Day 7,1,orange(0/2=0),purple(1),right,
412,4/29/2013,39,Day 7,2,yellow(3),green(2/4=4),right,
412,4/29/2013,39,Day 7,3,green(2/4=4),yellow(3),right,
412,4/29/2013,39,Day 7,4,x,purple(1),left then right,
412,4/29/2013,39,Day 7,5,green(2/4=4),orange(0/2=2),left,
412,4/29/2013,39,Day 7,6,purple(1),yellow(3),right,
412,4/29/2013,39,Day 7,7,yellow(3),purple(1),left,
412,4/29/2013,39,Day 7,8,yellow(3),x,left,
412,4/29/2013,39,Day 7,9,orange(0/2=2),green(2/4=4),right,
412,4/29/2013,39,Day 7,10,purple(1),orange(0/2=0),left,
412,4/30/2013,40,Day 8,1,yellow(3),green(2/4=4),right,
412,4/30/2013,40,Day 8,2,yellow(3),purple(1),left,
412,4/30/2013,40,Day 8,3,purple(1),orange(0/2=2),left,
412,4/30/2013,40,Day 8,4,orange(0/2=2),purple(1),right,
412,4/30/2013,40,Day 8,5,green(2/4=2),yellow(3),left,
412,4/30/2013,40,Day 8,6,x,orange(0/2=0),left then right,
412,4/30/2013,40,Day 8,7,purple(1),yellow(3),right,
412,4/30/2013,40,Day 8,8,orange(0/2=0),green(2/4=4),right,
412,4/30/2013,40,Day 8,9,green(2/4=2),x,left,
412,4/30/2013,40,Day 8,10,green(2/4=4),orange(0/2=0),left,
948,7/12/2013,1,Day 1,1,purple(3),yellow(2/4=2),right,
948,7/12/2013,1,Day 1,2,x,yellow(2/4=2),right,
948,7/12/2013,1,Day 1,3,yellow(2/4=2),green(0/2=0),left,
948,7/12/2013,1,Day 1,4,orange(1),green(0/2=0),left,
948,7/12/2013,1,Day 1,5,green(0/2=0),orange(1),right,
948,7/12/2013,1,Day 1,6,orange(1),purple(3),left,
948,7/12/2013,1,Day 1,7,orange(1),x,left,
948,7/12/2013,1,Day 1,8,green(0/2=2),yellow(2/4=4),right,
948,7/12/2013,1,Day 1,9,purple(3),orange(1),right,
948,7/12/2013,1,Day 1,10,yellow(2/4=4),purple(3),right,
948,7/15/2013,2,Day 2,1,x,purple(3),right,went into empty area multiple times
948,7/15/2013,2,Day 2,2,yellow(2/4=4),purple(3),left,
948,7/15/2013,2,Day 2,3,green(0/2=0),x,left,
948,7/15/2013,2,Day 2,4,purple(3),yellow(2/4=2),right,
948,7/15/2013,2,Day 2,5,yellow(2/4=4),green(0/2=0),left,
948,7/15/2013,2,Day 2,6,orange(1),green(0/2=2),left,
948,7/15/2013,2,Day 2,7,purple(3),orange(1),left,
948,7/15/2013,2,Day 2,8,green(0/2=2),yellow(2/4=2),right,
948,7/15/2013,2,Day 2,9,green(0/2=2),orange(1),right,
948,7/15/2013,2,Day 2,10,orange(1),purple(3),right,
948,7/16/2013,3,Day 3,1,x,orange(1),right,
948,7/16/2013,3,Day 3,2,yellow(2/4=2),purple(3),left,
948,7/16/2013,3,Day 3,3,purple(3),yellow(2/4=4),left,
948,7/16/2013,3,Day 3,4,orange(1),purple(3),right,
948,7/16/2013,3,Day 3,5,purple(3),orange(1),left,
948,7/16/2013,3,Day 3,6,orange(1),green(0/2=0),left,
948,7/16/2013,3,Day 3,7,yellow(2/4=2),green(0/2=2),left,
948,7/16/2013,3,Day 3,8,purple(3),x,left,
948,7/16/2013,3,Day 3,9,green(0/2=0),orange(1),left,
948,7/16/2013,3,Day 3,10,green(0/2=0),yellow(2/4=4),right,
948,7/17/2013,4,Day 4,1,green(0/2=2),orange(1),left,
948,7/17/2013,4,Day 4,2,green(0/2=0),yellow(2/4=2),right,
948,7/17/2013,4,Day 4,3,yellow(2/4=4),green(0/2=2),left,
948,7/17/2013,4,Day 4,4,x,green(0/2=2),right,
948,7/17/2013,4,Day 4,5,orange(1),purple(3),right,
948,7/17/2013,4,Day 4,6,orange(1),green(0/2=2),left,
948,7/17/2013,4,Day 4,7,purple(3),yellow(2/4=4),right,
948,7/17/2013,4,Day 4,8,purple(3),orange(1),right,
948,7/17/2013,4,Day 4,9,yellow(2/4=2),purple(3),left,
948,7/17/2013,4,Day 4,10,yellow(2/4=4),x,left,
948,7/18/2013,5,Day 5,1,purple(3),yellow(2/4=2),right,
948,7/18/2013,5,Day 5,2,purple(3),orange(1),right,
948,7/18/2013,5,Day 5,3,x,yellow(2/4=4),right,
948,7/18/2013,5,Day 5,4,orange(1),x,left,
948,7/18/2013,5,Day 5,5,yellow(2/4=2),green(0/2=0),left,
948,7/18/2013,5,Day 5,6,green(0/2=0),orange(1),right,
948,7/18/2013,5,Day 5,7,green(0/2=2),yellow(2/4=4),right,
948,7/18/2013,5,Day 5,8,orange(1),green(0/2=0),left,
948,7/18/2013,5,Day 5,9,orange(1),purple(3),right,
948,7/18/2013,5,Day 5,10,yellow(2/4=4),purple(3),left,
948,7/19/2013,6,Day 6,1,green(0/2=2),yellow(2/4=2),right,
948,7/19/2013,6,Day 6,2,purple(3),orange(1),right,
948,7/19/2013,6,Day 6,3,orange(1),green(0/2=2),right,
948,7/19/2013,6,Day 6,4,yellow(2/4=4),green(0/2=0),left,
948,7/19/2013,6,Day 6,5,green(0/2=2),x,left,
948,7/19/2013,6,Day 6,6,x,purple(3),right,
948,7/19/2013,6,Day 6,7,green(0/2=2),orange(1),right,
948,7/19/2013,6,Day 6,8,purple(3),yellow(2/4=2),right,
948,7/19/2013,6,Day 6,9,orange(1),purple(3),right,
948,7/19/2013,6,Day 6,10,yellow(2/4=4),purple(3),left,
948,7/22/2013,7,Day 7,1,orange(1),green(0/2=0),left,
948,7/22/2013,7,Day 7,2,yellow(2/4=2),purple(3),right,
948,7/22/2013,7,Day 7,3,x,orange(1),right,
948,7/22/2013,7,Day 7,4,orange(1),purple(3),right,
948,7/22/2013,7,Day 7,5,purple(3),x,left,wandered into the right side first
948,7/22/2013,7,Day 7,6,purple(3),yellow(2/4=4),right,
948,7/22/2013,7,Day 7,7,purple(3),orange(1),right,
948,7/22/2013,7,Day 7,8,yellow(2/4=2),green(0/2=2),left,
948,7/22/2013,7,Day 7,9,green(0/2=0),yellow(2/4=4),right,
948,7/22/2013,7,Day 7,10,green(0/2=0),orange(1),right,
948,7/23/2013,8,Day 8,1,yellow(2/4=4),green(0/2=2),left,
948,7/23/2013,8,Day 8,2,yellow(2/4=2),x,left,
948,7/23/2013,8,Day 8,3,x,green(0/2=0),right,went in empty side first
948,7/23/2013,8,Day 8,4,yellow(2/4=2),purple(3),left,
948,7/23/2013,8,Day 8,5,orange(1),purple(3),right,
948,7/23/2013,8,Day 8,6,green(0/2=0),yellow(2/4=2),right,
948,7/23/2013,8,Day 8,7,purple(3),yellow(2/4=4),right,
948,7/23/2013,8,Day 8,8,green(0/2=2),orange(1),right,
948,7/23/2013,8,Day 8,9,purple(3),orange(1),right,
948,7/23/2013,8,Day 8,10,orange(1),green(0/2=2),right,
948,7/24/2013,9,Day 1,1,yellow(2/4=2),green(0/2=0),left,
948,7/24/2013,9,Day 1,2,purple(3),orange(1),left,
948,7/24/2013,9,Day 1,3,green(0/2=0),orange(1),right,
948,7/24/2013,9,Day 1,4,yellow(2/4=4),purple(3),left,
948,7/24/2013,9,Day 1,5,green(0/2=2),yellow(2/4=4),right,
948,7/24/2013,9,Day 1,6,orange(1),x,left,went in empty side first
948,7/24/2013,9,Day 1,7,orange(1),green(0/2=0),left,
948,7/24/2013,9,Day 1,8,orange(1),purple(3),left,
948,7/24/2013,9,Day 1,9,purple(3),yellow(2/4=2),right,
948,7/24/2013,9,Day 1,10,x,yellow(2/4=2),right,
948,7/25/2013,10,Day 2,1,yellow(2/4=4),green(0/2=0),left,
948,7/25/2013,10,Day 2,2,yellow(2/4=4),purple(3),left,
948,7/25/2013,10,Day 2,3,green(0/2=2),yellow(2/4=2),right,
948,7/25/2013,10,Day 2,4,x,purple(3),right,
948,7/25/2013,10,Day 2,5,purple(3),yellow(2/4=2),right,
948,7/25/2013,10,Day 2,6,orange(1),green(0/2=2),left,
948,7/25/2013,10,Day 2,7,orange(1),purple(3),right,
948,7/25/2013,10,Day 2,8,green(0/2=0),x,left,right then left
948,7/25/2013,10,Day 2,9,purple(3),orange(1),right,
948,7/25/2013,10,Day 2,10,green(0/2=2),orange(1),right,
948,7/26/2013,11,Day 3,1,yellow(2/4=2),purple(3),left,"door got stuck, had to get Hal from the shop to fix it so took 948 out - will do the next 9 trials on Tuesday"
948,7/30/2013,12,Day 3,2,orange(1),purple(3),right,
948,7/30/2013,12,Day 3,3,orange(1),green(0/2=0),right,
948,7/30/2013,12,Day 3,4,green(0/2=0),orange(1),right,
948,7/30/2013,12,Day 3,5,yellow(2/4=2),green(0/2=2),left,
948,7/30/2013,12,Day 3,6,purple(3),x,left,
948,7/30/2013,12,Day 3,7,purple(3),orange(1),left,
948,7/30/2013,12,Day 3,8,green(0/2=0),yellow(2/4=4),right,
948,7/30/2013,12,Day 3,9,purple(3),yellow(2/4=4),right,
948,7/30/2013,12,Day 3,10,x,orange(1),right,went in wrong side first
948,7/31/2013,13,Day 4,1,orange(1),green(0/2=2),left,
948,7/31/2013,13,Day 4,2,green(0/2=2),orange(1),left,
948,7/31/2013,13,Day 4,3,x,green(0/2=2),right,
948,7/31/2013,13,Day 4,4,purple(3),yellow(2/4=4),right,
948,7/31/2013,13,Day 4,5,orange(1),purple(3),right,
948,7/31/2013,13,Day 4,6,green(0/2=0),yellow(2/4=2),right,
948,7/31/2013,13,Day 4,7,purple(3),orange(1),left,
948,7/31/2013,13,Day 4,8,yellow(2/4=4),green(0/2=2),left,
948,7/31/2013,13,Day 4,9,yellow(2/4=4),x,left,
948,7/31/2013,13,Day 4,10,yellow(2/4=2),purple(3),left,
948,8/1/2013,14,Day 5,1,yellow(2/4=4),purple(3),right,
948,8/1/2013,14,Day 5,2,orange(1),x,left,
948,8/1/2013,14,Day 5,3,green(0/2=0),orange(1),right,
948,8/1/2013,14,Day 5,4,purple(3),orange(1),right,
948,8/1/2013,14,Day 5,5,yellow(2/4=2),green(0/2=0),left,
948,8/1/2013,14,Day 5,6,orange(1),purple(3),right,didn't eat two of the pellets
948,8/1/2013,14,Day 5,7,orange(1),green(0/2=0),left,
948,8/1/2013,14,Day 5,8,purple(3),yellow(2/4=2),right,
948,8/1/2013,14,Day 5,9,green(0/2=2),yellow(2/4=4),right,
948,8/1/2013,14,Day 5,10,x,yellow(2/4=4),right,
948,8/2/2013,15,Day 6,1,yellow(2/4=4),purple(3),right,
948,8/2/2013,15,Day 6,2,orange(1),green(0/2=2),left,
948,8/2/2013,15,Day 6,3,yellow(2/4=4),green(0/2=0),left,
948,8/2/2013,15,Day 6,4,green(0/2=2),yellow(2/4=2),right,
948,8/2/2013,15,Day 6,5,purple(3),orange(1),right,
948,8/2/2013,15,Day 6,6,x,purple(3),right,
948,8/2/2013,15,Day 6,7,green(0/2=2),orange(1),right,
948,8/2/2013,15,Day 6,8,purple(3),yellow(2/4=2),right,
948,8/2/2013,15,Day 6,9,green(0/2=2),x,left,
948,8/2/2013,15,Day 6,10,orange(1),purple(3),right,
948,8/6/2013,16,Day 7,1,yellow(2/4=2),green(0/2=2),left,
948,8/6/2013,16,Day 7,2,purple(3),orange(1),right,
948,8/6/2013,16,Day 7,3,purple(3),x,left,
948,8/6/2013,16,Day 7,4,green(0/2=0),orange(1),right,
948,8/6/2013,16,Day 7,5,green(0/2=0),yellow(2/4=4),right,
948,8/6/2013,16,Day 7,6,purple(3),yellow(2/4=4),right,
948,8/6/2013,16,Day 7,7,orange(1),green(0/2=0),right,
948,8/6/2013,16,Day 7,8,orange(1),purple(3),right,
948,8/6/2013,16,Day 7,9,x,orange(1),right,
948,8/6/2013,16,Day 7,10,yellow(2/4=2),purple(3),right,
948,8/7/2013,17,Day 8,1,purple(3),orange(1),right,
948,8/7/2013,17,Day 8,2,green(0/2=2),orange(1),right,
948,8/7/2013,17,Day 8,3,x,green(0/2=0),right,left first
948,8/7/2013,17,Day 8,4,yellow(2/4=2),x,left,
948,8/7/2013,17,Day 8,5,orange(1),green(0/2=2),right,
948,8/7/2013,17,Day 8,6,green(0/2=0),yellow(2/4=2),right,
948,8/7/2013,17,Day 8,7,yellow(2/4=2),purple(3),left,
948,8/7/2013,17,Day 8,8,yellow(2/4=4),green(0/2=2),left,
948,8/7/2013,17,Day 8,9,purple(3),yellow(2/4=4),right,
948,8/7/2013,17,Day 8,10,orange(1),purple(3),right,
948,8/8/2013,18,Day 1,1,yellow(2/4=2),green(0/2=0),left,14g overweight
948,8/8/2013,18,Day 1,2,green(0/2=0),orange(1),right,
948,8/8/2013,18,Day 1,3,orange(1),purple(3),right,
948,8/8/2013,18,Day 1,4,orange(1),green(0/2=0),left,
948,8/8/2013,18,Day 1,5,orange(1),x,left,right first
948,8/8/2013,18,Day 1,6,purple(3),orange(1),right,
948,8/8/2013,18,Day 1,7,purple(3),yellow(2/4=2),right,
948,8/8/2013,18,Day 1,8,x,yellow(2/4=2),right,
948,8/8/2013,18,Day 1,9,green(0/2=2),yellow(2/4=4),right,
948,8/8/2013,18,Day 1,10,yellow(2/4=4),purple(3),right,
948,8/9/2013,19,Day 2,1,yellow(2/4=4),green(0/2=0),left,
948,8/9/2013,19,Day 2,2,yellow(2/4=4),purple(3),left,
948,8/9/2013,19,Day 2,3,orange(1),green(0/2=2),left,
948,8/9/2013,19,Day 2,4,x,purple(3),right,
948,8/9/2013,19,Day 2,5,green(0/2=2),yellow(2/4=2),right,
948,8/9/2013,19,Day 2,6,purple(3),yellow(2/4=2),right,
948,8/9/2013,19,Day 2,7,green(0/2=0),x,left,
948,8/9/2013,19,Day 2,8,purple(3),orange(1),right,
948,8/9/2013,19,Day 2,9,green(0/2=2),orange(1),left,
948,8/9/2013,19,Day 2,10,orange(1),purple(3),right,
948,8/12/2013,20,Day 3,1,yellow(2/4=2),purple(3),right,
948,8/12/2013,20,Day 3,2,yellow(2/4=2),green(0/2=2),left,
948,8/12/2013,20,Day 3,3,orange(1),purple(3),right,
948,8/12/2013,20,Day 3,4,x,orange(1),right,
948,8/12/2013,20,Day 3,5,purple(3),x,left,
948,8/12/2013,20,Day 3,6,orange(1),green(0/2=0),right,
948,8/12/2013,20,Day 3,7,green(0/2=0),yellow(2/4=4),right,
948,8/12/2013,20,Day 3,8,purple(3),yellow(2/4=4),right,
948,8/12/2013,20,Day 3,9,green(0/2=0),orange(1),right,
948,8/12/2013,20,Day 3,10,purple(3),orange(1),right,
948,8/13/2013,21,Day 4,1,green(0/2=2),orange(1),right,
948,8/13/2013,21,Day 4,2,purple(3),orange(1),right,
948,8/13/2013,21,Day 4,3,yellow(2/4=4),green(0/2=2),right,
948,8/13/2013,21,Day 4,4,x,green(0/2=2),right,
948,8/13/2013,21,Day 4,5,yellow(2/4=4),x,left,
948,8/13/2013,21,Day 4,6,green(0/2=0),yellow(2/4=2),right,
948,8/13/2013,21,Day 4,7,orange(1),purple(3),right,
948,8/13/2013,21,Day 4,8,purple(3),yellow(2/4=4),right,
948,8/13/2013,21,Day 4,9,orange(1),green(0/2=2),right,
948,8/13/2013,21,Day 4,10,yellow(2/4=2),purple(3),right,
948,8/14/2013,22,Day 5,1,yellow(2/4=2),green(0/2=0),left,
948,8/14/2013,22,Day 5,2,purple(3),orange(1),left,
948,8/14/2013,22,Day 5,3,orange(1),purple(3),right,
948,8/14/2013,22,Day 5,4,yellow(2/4=4),purple(3),right,
948,8/14/2013,22,Day 5,5,orange(1),green(0/2=0),right,
948,8/14/2013,22,Day 5,6,green(0/2=0),orange(1),left,
948,8/14/2013,22,Day 5,7,orange(1),x,left,
948,8/14/2013,22,Day 5,8,purple(3),yellow(2/4=2),left,
948,8/14/2013,22,Day 5,9,green(0/2=2),yellow(2/4=4),right,
948,8/14/2013,22,Day 5,10,x,yellow(2/4=4),right,
948,8/19/2013,23,Day 6,1,green(0/2=2),orange(1),right,
948,8/19/2013,23,Day 6,2,orange(1),purple(3),right,
948,8/19/2013,23,Day 6,3,yellow(2/4=4),green(0/2=0),left,
948,8/19/2013,23,Day 6,4,purple(3),orange(1),right,
948,8/19/2013,23,Day 6,5,x,purple(3),right,
948,8/19/2013,23,Day 6,6,orange(1),green(0/2=2),right,
948,8/19/2013,23,Day 6,7,green(0/2=2),yellow(2/4=2),right,
948,8/19/2013,23,Day 6,8,yellow(2/4=4),purple(3),right,
948,8/19/2013,23,Day 6,9,green(0/2=2),x,left,right first
948,8/19/2013,23,Day 6,10,purple(3),yellow(2/4=2),right,
948,8/20/2013,24,Day 7,1,yellow(2/4=2),green(0/2=2),left,
948,8/20/2013,24,Day 7,2,purple(3),orange(1),left,
948,8/20/2013,24,Day 7,3,x,orange(1),right,
948,8/20/2013,24,Day 7,4,orange(1),green(0/2=0),left,
948,8/20/2013,24,Day 7,5,green(0/2=0),orange(1),right,
948,8/20/2013,24,Day 7,6,yellow(2/4=2),purple(3),right,
948,8/20/2013,24,Day 7,7,orange(1),purple(3),right,
948,8/20/2013,24,Day 7,8,purple(3),x,left,accidentally released door too quickly; scared bird
948,8/20/2013,24,Day 7,9,green(0/2=0),yellow(2/4=4),right,
948,8/20/2013,24,Day 7,10,purple(3),yellow(2/4=4),right,accidentally shut off lights before stopping video
948,8/28/2013,25,Day 8,1,yellow(2/4=2),x,left,went right first
948,8/28/2013,25,Day 8,2,orange(1),green(0/2=2),left,
948,8/28/2013,25,Day 8,3,yellow(2/4=2),purple(3),left,
948,8/28/2013,25,Day 8,4,yellow(2/4=4),green(0/2=2),left,
948,8/28/2013,25,Day 8,5,orange(1),purple(3),right,
948,8/28/2013,25,Day 8,6,green(0/2=2),orange(1),right,
948,8/28/2013,25,Day 8,7,x,green(0/2=0),right,first went left 3 times
948,8/28/2013,25,Day 8,8,green(0/2=0),yellow(2/4=2),right,
948,8/28/2013,25,Day 8,9,purple(3),yellow(2/4=4),right,
948,8/28/2013,25,Day 8,10,purple(3),orange(1),left,
948,8/29/2013,26,Day 1,1,purple(3),yellow(2/4=2),right,
948,8/29/2013,26,Day 1,2,green(0/2=2),yellow(2/4=4),right,
948,8/29/2013,26,Day 1,3,orange(1),x,left,
948,8/29/2013,26,Day 1,4,yellow(2/4=4),purple(3),right,
948,8/29/2013,26,Day 1,5,green(0/2=0),orange(1),right,
948,8/29/2013,26,Day 1,6,yellow(2/4=2),green(0/2=0),left,
948,8/29/2013,26,Day 1,7,purple(3),orange(1),right,
948,8/29/2013,26,Day 1,8,orange(1),green(0/2=0),left,
948,8/29/2013,26,Day 1,9,orange(1),purple(3),right,
948,8/29/2013,26,Day 1,10,x,yellow(2/4=2),right,
948,8/30/2013,27,Day 2,1,yellow(2/4=4),green(0/2=0),left,
948,8/30/2013,27,Day 2,2,green(0/2=2),yellow(2/4=2),right,
948,8/30/2013,27,Day 2,3,purple(3),orange(1),left,
948,8/30/2013,27,Day 2,4,x,purple(3),right,
948,8/30/2013,27,Day 2,5,purple(3),yellow(2/4=2),right,
948,8/30/2013,27,Day 2,6,yellow(2/4=4),purple(3),right,
948,8/30/2013,27,Day 2,7,green(0/2=0),x,left,started going right but switched and went left
948,8/30/2013,27,Day 2,8,orange(1),purple(3),right,
948,8/30/2013,27,Day 2,9,orange(1),green(0/2=2),left,
948,8/30/2013,27,Day 2,10,green(0/2=2),orange(1),right,
948,9/3/2013,28,Day 3,1,yellow(2/4=2),green(0/2=2),left,
948,9/3/2013,28,Day 3,2,x,orange(1),right,went left first
948,9/3/2013,28,Day 3,3,orange(1),purple(3),right,
948,9/3/2013,28,Day 3,4,green(0/2=0),orange(1),right,
948,9/3/2013,28,Day 3,5,green(0/2=0),yellow(2/4=4),right,
948,9/3/2013,28,Day 3,6,orange(1),green(0/2=0),right,
948,9/3/2013,28,Day 3,7,purple(3),yellow(2/4=4),right,
948,9/3/2013,28,Day 3,8,purple(3),orange(1),right,
948,9/3/2013,28,Day 3,9,yellow(2/4=2),purple(3),right,
948,9/3/2013,28,Day 3,10,purple(3),x,left,went right first
948,9/17/2013,29,Day 4,1,green(0/2=0),yellow(2/4=2),right,
948,9/17/2013,29,Day 4,2,orange(1),green(0/2=2),right,
948,9/17/2013,29,Day 4,3,purple(3),orange(1),right,
948,9/17/2013,29,Day 4,4,purple(3),yellow(2/4=4),right,
948,9/17/2013,29,Day 4,5,x,green(0/2=2),right,
948,9/17/2013,29,Day 4,6,yellow(2/4=2),purple(3),right,
948,9/17/2013,29,Day 4,7,yellow(2/4=4),x,left,
948,9/17/2013,29,Day 4,8,yellow(2/4=4),green(0/2=2),left,
948,9/17/2013,29,Day 4,9,green(0/2=2),orange(1),right,
948,9/17/2013,29,Day 4,10,orange(1),purple(3),right,
948,9/18/2013,30,Day 5,1,orange(1),purple(3),right,
948,9/18/2013,30,Day 5,2,green(0/2=0),orange(1),right,
948,9/18/2013,30,Day 5,3,x,yellow(2/4=4),right,
948,9/18/2013,30,Day 5,4,orange(1),x,left,went right first
948,9/18/2013,30,Day 5,5,yellow(2/4=4),purple(3),right,
948,9/18/2013,30,Day 5,6,purple(3),orange(1),right,
948,9/18/2013,30,Day 5,7,purple(3),yellow(2/4=2),right,
948,9/18/2013,30,Day 5,8,yellow(2/4=2),green(0/2=0),left,
948,9/18/2013,30,Day 5,9,orange(1),green(0/2=0),left,
948,9/18/2013,30,Day 5,10,green(0/2=2),yellow(2/4=4),right,
948,9/19/2013,31,Day 6,1,orange(1),purple(3),right,
948,9/19/2013,31,Day 6,2,purple(3),orange(1),right,
948,9/19/2013,31,Day 6,3,yellow(2/4=4),green(0/2=0),left,
948,9/19/2013,31,Day 6,4,green(0/2=2),orange(1),left,
948,9/19/2013,31,Day 6,5,green(0/2=2),yellow(2/4=2),right,
948,9/19/2013,31,Day 6,6,yellow(2/4=4),purple(3),left,
948,9/19/2013,31,Day 6,7,x,purple(3),right,
948,9/19/2013,31,Day 6,8,purple(3),yellow(2/4=2),right,
948,9/19/2013,31,Day 6,9,green(0/2=2),x,left,
948,9/19/2013,31,Day 6,10,orange(1),green(0/2=2),right,
948,9/25/2013,32,Day 7,1,purple(3),x,left,
948,9/25/2013,32,Day 7,2,purple(3),orange(1),left,
948,9/25/2013,32,Day 7,3,purple(3),yellow(2/4=4),right,
948,9/25/2013,32,Day 7,4,orange(1),purple(3),right,
948,9/25/2013,32,Day 7,5,yellow(2/4=2),green(0/2=2),left,
948,9/25/2013,32,Day 7,6,x,orange(1),right,
948,9/25/2013,32,Day 7,7,orange(1),green(0/2=0),left,
948,9/25/2013,32,Day 7,8,yellow(2/4=2),purple(3),right,
948,9/25/2013,32,Day 7,9,green(0/2=0),orange(1),left,
948,9/25/2013,32,Day 7,10,green(0/2=0),yellow(2/4=4),right,
948,9/26/2013,33,Day 8,1,purple(3),yellow(2/4=4),right,
948,9/26/2013,33,Day 8,2,green(0/2=0),yellow(2/4=2),right,
948,9/26/2013,33,Day 8,3,yellow(2/4=4),green(0/2=2),left,
948,9/26/2013,33,Day 8,4,x,green(0/2=0),right,"left first, back to start box, left again, back to start box, and then right"
948,9/26/2013,33,Day 8,5,yellow(2/4=2),x,left,
948,9/26/2013,33,Day 8,6,yellow(2/4=2),purple(3),left,
948,9/26/2013,33,Day 8,7,orange(1),green(0/2=2),left,
948,9/26/2013,33,Day 8,8,purple(3),orange(1),left,
948,9/26/2013,33,Day 8,9,orange(1),purple(3),right,
948,9/26/2013,33,Day 8,10,green(0/2=2),orange(1),left,
948,9/27/2013,34,Day 1,1,orange(1),green(0/2=0),left,
948,9/27/2013,34,Day 1,2,yellow(2/4=2),green(0/2=0),left,
948,9/27/2013,34,Day 1,3,green(0/2=2),yellow(2/4=4),right,
948,9/27/2013,34,Day 1,4,purple(3),yellow(2/4=2),right,
948,9/27/2013,34,Day 1,5,orange(1),purple(3),right,
948,9/27/2013,34,Day 1,6,x,yellow(2/4=2),right,
948,9/27/2013,34,Day 1,7,green(0/2=0),orange(1),left,
948,9/27/2013,34,Day 1,8,purple(3),orange(1),left,
948,9/27/2013,34,Day 1,9,orange(1),x,left,
948,9/27/2013,34,Day 1,10,yellow(2/4=4),purple(3),left,
948,9/30/2013,35,Day 2,1,green(0/2=2),yellow(2/4=2),right,
948,9/30/2013,35,Day 2,2,green(0/2=0),x,left,
948,9/30/2013,35,Day 2,3,x,purple(3),right,
948,9/30/2013,35,Day 2,4,orange(1),purple(3),right,failed to record
948,9/30/2013,35,Day 2,5,purple(3),yellow(2/4=2),right,
948,9/30/2013,35,Day 2,6,yellow(2/4=4),purple(3),left,
948,9/30/2013,35,Day 2,7,orange(1),green(0/2=2),left,
948,9/30/2013,35,Day 2,8,purple(3),orange(1),left,
948,9/30/2013,35,Day 2,9,green(0/2=2),orange(1),right,
948,9/30/2013,35,Day 2,10,yellow(2/4=4),green(0/2=0),left,
948,10/1/2013,36,Day 3,1,green(0/2=0),orange(1),left,
948,10/1/2013,36,Day 3,2,orange(1),purple(3),right,
948,10/1/2013,36,Day 3,3,yellow(2/4=2),purple(3),left,
948,10/1/2013,36,Day 3,4,purple(3),yellow(2/4=4),right,
948,10/1/2013,36,Day 3,5,green(0/2=0),yellow(2/4=4),right,
948,10/1/2013,36,Day 3,6,yellow(2/4=2),green(0/2=2),left,
948,10/1/2013,36,Day 3,7,orange(1),green(0/2=0),left,
948,10/1/2013,36,Day 3,8,x,orange(1),right,
948,10/1/2013,36,Day 3,9,purple(3),orange(1),right,
948,10/1/2013,36,Day 3,10,purple(3),x,left,went right first
948,10/3/2013,37,Day 4,1,yellow(2/4=4),x,left,
948,10/3/2013,37,Day 4,2,purple(3),orange(1),left,door stuck at end
948,10/3/2013,37,Day 4,3,green(0/2=0),yellow(2/4=2),right,
948,10/3/2013,37,Day 4,4,yellow(2/4=2),purple(3),right,
948,10/3/2013,37,Day 4,5,yellow(2/4=4),green(0/2=2),left,
948,10/3/2013,37,Day 4,6,orange(1),purple(3),right,
